polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
186,238,100.0%,0.3333333333333333,0.0,Roadsides and berms need to be treated and valued as biodiverse wildlife space.
186,238,100.0%,0.3333333333333333,0.0,"Cat owners should keep their cats indoors, or at least stop them from roaming free without supervision."
186,238,100.0%,0.3333333333333333,0.0,Town planning needs to prioritise biodiversity.
186,238,100.0%,0.3333333333333333,0.0,"Make space for the young. The old who got us into this mess are not only stubborn, but essentially stupid."
186,238,100.0%,0.3333333333333333,0.0,Domestic cats need to be recognised as a serious but manageable threat to biodiversity.
186,238,100.0%,0.3333333333333333,0.0,"We need to work on the biodiversity of the sea, as well as of the land."
186,238,100.0%,0.3333333333333333,0.0,Human beings need to manage and maintain ecosystems and biodiversity in perpetuity.
186,238,100.0%,0.3333333333333333,0.0,Participants deserve to be shown the voting on all the statements submitted.
186,238,100.0%,0.3333333333333333,0.0,"NZ's economic interests need to be put aside for the moment, without our environment we have nothing."
186,238,100.0%,0.3333333333333333,0.0,"The future of Aotearoa's natural environment, ecosystems, biodiversity seems hopeless. It's too little, too late."
186,238,100.0%,0.3333333333333333,0.0,We need radical change to address the problems we've created. But our current systems may not allow for this to happen.
186,238,100.0%,0.3333333333333333,0.0,The way we currently produce animals for food is damaging our ecosystems
186,238,100.0%,0.3333333333333333,0.0,"If people continue to see nature as a resource to be exploited, we will never make real change. We need to value it for it's own sake."
186,238,100.0%,0.3333333333333333,0.0,"The processes of westernization, colonization, and capitalism underlie the erosion of our ecosystems."
186,238,100.0%,0.3333333333333333,0.0,We need to stop valuing economic systems over the natural ones they disrupt.
186,238,100.0%,0.3333333333333333,0.0,Our current farming practices are not sustainable
186,238,100.0%,0.3333333333333333,0.0,"We need to assess the impact of all introduced species to our ecosystems, including those we economically benefit from"
186,238,100.0%,0.3333333333333333,0.0,"Animal agriculture has an undeniable negative impact on our environment, and serious measures  need to be taken to address this"
186,238,100.0%,0.3333333333333333,0.0,Grazing should cease causing harm to our living freshwater ecosystems
186,238,100.0%,0.3333333333333333,0.0,"The natural state of man is the  expression of such gratitude, appreciation and compassion that ALL animals love to be in his/her presence."
186,238,100.0%,0.3333333333333333,0.0,Us humans have destroyed this stunning country and planet - it’s is time to give back what we have stolen — many hands make light work 🙏
186,238,100.0%,0.3333333333333333,0.0,"Whether they live in a city or in a rural area, every New Zealanders opinion matters."
186,238,100.0%,0.3333333333333333,0.0,DOC has very little support from the general public due to their obsession on poisoning our environment and food chain with 1080.
186,238,100.0%,0.3333333333333333,0.0,I no longer accept that it is economy or ecology.  Rather that a healthy biodiverse environment is essential for farming sustainability.
186,238,100.0%,0.3333333333333333,0.0,BAN TEN80
186,238,100.0%,0.3333333333333333,0.0,"Give nature a legal persona and let it have standing in planning law and the courts, represented by trustees appointed by iwi and the govt"
186,238,100.0%,0.3333333333333333,0.0,"In the face of a changing climate, reslient practices and species will become increasingly important"
186,238,100.0%,0.3333333333333333,0.0,Community environmental effort will be constantly undermined by economy-based decision making unless there are major system changes
186,238,100.0%,0.3333333333333333,0.0,Farmers need to be encouraged to move away from dairy and beef farming to arable farming.
186,238,100.0%,0.3333333333333333,0.0,The government must commit $$ to an implementation plan for the Strategy
186,238,100.0%,0.3333333333333333,0.0,This consultation can be skewed by bloc-voting from anti-1080 partisans.
186,238,100.0%,0.3333333333333333,0.0,"Man was created with domain over nature - we should use it, and it it dies it will be replaced - that's the nature of living things on earth"
186,238,100.0%,0.3333333333333333,0.0,Why not put the Maui dolphins in the Napier aquarium to breed and raise money to help save them
186,238,100.0%,0.3333333333333333,0.0,New Zealanders care about nature and our native species
186,238,100.0%,0.3333333333333333,0.0,NZ is a unique world treasure  we need to assure it has a future
186,238,100.0%,0.3333333333333333,0.0,The world is in a continual state of change and evolution. As one plant or animal disappears another takes its place.
186,238,100.0%,0.3333333333333333,0.0,As no ecosystem is ever browser  or predator free trying to eliminate them completely is both undesirable and impossible.
186,238,100.0%,0.3333333333333333,0.0,DOC have been starved of finance for many years and while that has been redressed slightly more backing is needed for biodiversity
186,238,100.0%,0.3333333333333333,0.0,"Biodiversity habitat and climate change response should go hand in hand - plant specification, farming practice can contribute to both."
186,238,100.0%,0.3333333333333333,0.0,"When NZ species are clearly doomed due to climate crisis, we must stop pest control - this will be pointless, so inhumane."
186,238,100.0%,0.3333333333333333,0.0,Returning forests to an unbrowsed state is nonsense. Moa browsed extensively from lowlands to alpine areas. Browsers are part of our nature!
186,238,100.0%,0.3333333333333333,0.0,Our livelihoods must be connected to restoring nature to shift from our degenerative economy and stop the global ecological collapse
186,238,100.0%,0.3333333333333333,0.0,Threatened Plants need legal protection
186,238,100.0%,0.3333333333333333,0.0,We need to find alternatives to using 1080 poison for pest control
186,238,100.0%,0.3333333333333333,0.0,There should be a working partnership between the agriculture industry & the government working towards biodiversity
186,238,100.0%,0.3333333333333333,0.0,More great advertising like this video with a call to specific action - tell Kiwis what we need to do to help protect our vulnerable species
186,238,100.0%,0.3333333333333333,0.0,Love your video on NZ's unique flora and fauna. We need more advertising campaigns like this so we feel the need to protect our species.
186,238,100.0%,0.3333333333333333,0.0,Private property close to national or regional parks should be fully subsidised for trapping rodents.
186,238,100.0%,0.3333333333333333,0.0,Time to bring back gorse inspections for land. The law used to be that gorse must be removed. What happened to that?
186,238,100.0%,0.3333333333333333,0.0,Time to subsidise backyard trapping in Auckland close to island sanctuaries before the birds start flying over and get eaten by our rats.
186,238,100.0%,0.3333333333333333,0.0,Kakapo need a warmer place to live than the deep South. Time to bring more up North where they once lived in abundance. So sad so many died.
186,238,100.0%,0.3333333333333333,0.0,We need to identify as many possible 'mainland sanctuaries' as possible. Get locals to identify potential habitats and get started.
186,238,100.0%,0.3333333333333333,0.0,The government needs to provide direction to the agriculture industry to both improve biodiversity and ensure sustainable development.
186,238,100.0%,0.3333333333333333,0.0,The strategy should include measures for improved connection and wellbeing of people.
186,238,100.0%,0.3333333333333333,0.0,"Populations of non-native species that have a recreational or economic benefit (eg tahr hunting, trout fishing) should not be maintained."
186,238,100.0%,0.3333333333333333,0.0,End aerial 180 drops
186,238,100.0%,0.3333333333333333,0.0,"Seaweed aquaculture will improve biodiversity,sequester more carbon than trees+reduce ocean acidification.Legislation currently prohibits it"
186,238,100.0%,0.3333333333333333,0.0,"We could switch NZ's main meat source to wild deer/pig/trout/goat, hunting levels down so they are less impactful on natives"
186,238,100.0%,0.3333333333333333,0.0,"If we keep pigs/deer/trout, they should be made a mainstream food source (instead of farming) and try to control levels to feed people"
186,238,100.0%,0.3333333333333333,0.0,"For hunting/fishing, restricted areas could be made and require bookings to reduce number of hunters in bush at the same time."
186,238,100.0%,0.3333333333333333,0.0,Hapu should be involved BUT some may use that as an excuse to keep/exploit land which could be used for conservation. Word laws carefully
186,238,100.0%,0.3333333333333333,0.0,"I find this kind of participation frustrating because it does not, probably cannot, include deliberation with one's fellow citizens."
186,238,100.0%,0.3333333333333333,0.0,The clean water issue having farmers both hill country & flat land under the one umbrella is unfair as the situation is entirely different.
186,238,100.0%,0.3333333333333333,0.0,Allowing government/politicians to manage nature is the main problem. Stop poisoning our wild food.
186,238,100.0%,0.3333333333333333,0.0,Biodiversity means encouraging all forms of life to prosper. The current economic scarcity based system is unable to coexist with this idea.
186,238,100.0%,0.3333333333333333,0.0,"Everything works for everything; we need to have sustainable systems, not endless consumption and growth."
186,238,100.0%,0.3333333333333333,0.0,"Particularly in urban areas, we need to give greater weight to definite benefits for all from trees, less to tiny risk of injury to 1."
186,238,100.0%,0.3333333333333333,0.0,The wisdom of nature is greater than our own. We have little understanding of what we are doing.
186,238,100.0%,0.3333333333333333,0.0,"Protection and enhancement will mean different things, they need to be clear so everyone knows they are talking about the same things"
186,238,100.0%,0.3333333333333333,0.0,"genetic manipulation is best left to the experts, viruses."
186,238,100.0%,0.3333333333333333,0.0,"The ""economy"" is a subset of the environment, economics would have us believe it is separate as only money matters"
186,238,100.0%,0.3333333333333333,0.0,"It is neo-liberal economics, at its core it is a religion with a very savage hook, interest (usury it was called) which necessitates growth"
186,238,100.0%,0.3333333333333333,0.0,"nature has the right exist, what ignorant hubris, how disconnected is that statement from the world we live in?"
186,238,100.0%,0.3333333333333333,0.0,"Forget the crown, NZ is for NZers. That is all we need to understand. Unfortunately most of our ruling class consider others before NZers..."
186,238,100.0%,0.3333333333333333,0.0,"Stewardship is not a race based decision, we are all homo sap spp, the sooner we all realise there is nowhere to run the better"
186,238,100.0%,0.3333333333333333,0.0,"We already know what the problem is, no amount of science or tech is going to change it. Overshoot it is called, all else is symptom."
186,238,100.0%,0.3333333333333333,0.0,"Unfortunately the private landowner may do things to his/her land that are damaging for the country, we are all temporary utilisers of NZ"
186,238,100.0%,0.3333333333333333,0.0,Funding be given to gene research on changes in species that allow them to breed past sustainable levels and ways to return this to normal
186,238,100.0%,0.3333333333333333,0.0,"Water management to prevent degradation is key to success in land and bio management  while their management benefits water, they rely on it"
186,238,100.0%,0.3333333333333333,0.0,Ownership of water rights should not allow degradation of the resource.
186,238,100.0%,0.3333333333333333,0.0,"Ownership of land rights grant you the temporary use of it, the land continues in the community after you, it is not the right to degrade it"
186,238,100.0%,0.3333333333333333,0.0,"If climate change proceeds, there will come a point where we have to give up on protecting NZ biodiversity."
186,238,100.0%,0.3333333333333333,0.0,Gathering meat though hunting game species should  be considered as a valuable resource
186,238,100.0%,0.3333333333333333,0.0,The best strategy is to give land back to Nature and allow natural processes to create new ecosystems.
186,238,100.0%,0.3333333333333333,0.0,The existing combination of introduced and native plants and animals are the ecosystems of the future.
186,238,100.0%,0.3333333333333333,0.0,All life is precious and interconnected. This should be the basis for any plan.
186,238,100.0%,0.3333333333333333,0.0,"There should be more onus on peer reviewed science in decision making that affects biodiversity, such as cat control."
186,238,100.0%,0.3333333333333333,0.0,the strategy needs to include most species. not just indigeous
186,238,100.0%,0.3333333333333333,0.0,Barren farmed landscapes have become a mental health issue. They must have recognisable native vegetation within it.
186,238,100.0%,0.3333333333333333,0.0,Remove limitations placed on public engagement such as legislative barriers and eurocentric concepts of natural heritage to reduce harm.
186,238,100.0%,0.3333333333333333,0.0,We need governance that has the mandate to represent community groups & doesn't take western approaches to influence decision making spaces
186,238,100.0%,0.3333333333333333,0.0,We need to remove systemic and structural forces that impose harm to preserving our natural and cultural heritage.
186,238,100.0%,0.3333333333333333,0.0,We need to recognise the concept of cultural landscapes and the layers of meaning and connections within a landscape. Reverse western values
186,238,100.0%,0.3333333333333333,0.0,Herbicides and Pesticide use must be limited. Land clearing or change of land use that disrupts terrestrial ecosystems must stop.
186,238,100.0%,0.3333333333333333,0.0,Protecting and enhancing our environment is good for our economy and our society.
186,238,100.0%,0.3333333333333333,0.0,"Support and encouragement to protect nature & our threatened species is needed for farmers, fishers and others, as well as bottomline rules"
186,238,100.0%,0.3333333333333333,0.0,Private property owners should be compensated to not develop their land and preserve biodiversity.
186,238,100.0%,0.3333333333333333,0.0,The underlying economic incentives need to changed to deliver on the biodiversity outcomes we are seeking.
186,238,100.0%,0.3333333333333333,0.0,No. Private sector caused the problems and will detract from efforts to repair as they seek profits above all else.
186,238,100.0%,0.3333333333333333,0.0,The science of how to fix this is already clear and known. Technological fixes are unnecessary.
186,238,100.0%,0.3333333333333333,0.0,"Indigenous species absolutely require non-indigenous species to cope with the new, degraded ecosystem."
186,238,100.0%,0.3333333333333333,0.0,Seems too vague a statement to have any meaning
186,238,100.0%,0.3333333333333333,0.0,"Also organic methods to ensure food isn't contaminated with toxins, as it currently is."
186,238,100.0%,0.3333333333333333,0.0,To achieve long term success (through 2070) innovative ways to educate current and future young people about our biodiversity are important
186,238,100.0%,0.3333333333333333,0.0,Farmers care about the land and are aiming to leave it in a better state for the next generation.
186,238,100.0%,0.3333333333333333,0.0,educate children on our native flora and fauna using art
255,77,83.6%,0.32871476349737216,0.011399398131381964,Prohibiting dogs from entering forests with kiwis and beaches with nesting dotterels needs to be taken more seriously.
256,152,63.3%,0.32142857142857145,0.00038432194779037556,"Introduced species game animals (deer, tahr, chamois, etc) must be managed in partnership and consultation with the hunting community."
257,122,68.3%,0.31627906976744186,0.0027643848577381495,For all predators to be killed off new laws will be needed to enforce this plan across all lands.
258,157,52.6%,0.3157894736842105,0.00010691684248695608,Muttonbirding should no longer be allowed. We need to move on from the past and look towards the future of all species.
259,56,70.3%,0.3125,0.029079915972707017,Research into CRISPR genome editing must be looked at as a potential pest control tool.
260,108,52.5%,0.3057946069994263,0.0044533420749319555,The cost of monitoring the state and change of biodiversity values may exceed the cost of management
261,36,71.5%,0.29409961685823754,0.056549478216745774,Māori must hold key roles in biodiversity governance structures
262,84,46.1%,0.29301194161875277,0.00963871878031843,"DOC cost per dead possum is about $25, so a $10 bounty gets lots of youngsters into the bush (connections all round) solves several issues."
263,147,47.1%,0.2875264270613107,0.0008781359778085523,Urban dwellers are too far from nature to know what needs to be done. Rural voices need to be raised alongside the urban majority.
264,113,72.2%,0.2871385842472583,0.0036778001144990614,"as sea level rises, we should retreat and allow native plants and animals to migrate into the space we vacate - plants and birds need it"
265,63,42.5%,0.28474707418512435,0.022228160368568128,"The ecosystem that existed prior to 200 years ago is gone forever. All ecosystems, indigenous or not must be encouraged."
266,57,67.4%,0.28262600978495844,0.028481596432412108,There is a need to consider and remove or alter any legislative blocks that prevent whānau or hapū from exercising kaitiakitanga/stewardship
267,127,71.2%,0.28148148148148144,0.0023035790642083435,Control of most introduced bird species is inadequate.
268,85,40.0%,0.26614209673686645,0.008838646177424823,"Deer/pig/trout are excellent food source, we can never get rid of them so control and use as such"
269,34,80.6%,0.2638888888888889,0.05828999600886965,I don't like using poisons  for pest control but necessary evil until something better is developed.
270,144,46.3%,0.26298701298701305,0.0009741477030833376,"My generation has been growing watching things get worse and worse, but we are powerless to stop it, as we essentially have no voice."
278,238,100.0%,0.25,0.0,Clear and concise
278,238,100.0%,0.25,0.0,"Sanctuaries, private, Maori & public"
278,238,100.0%,0.25,0.0,Stop using indiscriminate poisons. Stop lying to the public about the safety of poisons. Stop teaching kids you should kill harmless joeys .
278,238,100.0%,0.25,0.0,"Save our speecies , BAN1080"
278,238,100.0%,0.25,0.0,Ban 1080 easy let nature fix what you broke
278,238,100.0%,0.25,0.0,Please stop using poisons in New Zealand.They are no tool they are killers of all species.There are better ways.Love Nature stop killing her
278,238,100.0%,0.25,0.0,Be more careful about where poison is dropped. Read again the 1080 SDS.
278,238,100.0%,0.25,0.0,Ban aerial 1080 get more people involved lots of traps and proactive non toxic solutions its all there we just need to get off the poison
278,238,100.0%,0.25,0.0,1080 is a cruel and indiscriminate poison with no antidote. Most people are against aerial 1080.
278,238,100.0%,0.25,0.0,"Killing for conservation is an example of human logic being applied to natural systems, that operate outside of our proper understanding."
278,238,100.0%,0.25,0.0,Rather than gaining a balanced view this survey is designed to channel people's thinking in a certain way. =Zero proper discussion.
278,238,100.0%,0.25,0.0,NZ is being asked to allow a bureaucracy to impose a view of nature on natural systems we have little understanding of.
278,238,100.0%,0.25,0.0,Clean up the Waikato river
278,238,100.0%,0.25,0.0,Instead of saving 'species' save environments where multiple species coexist ie areas where kiwi can thrive as well as other species
278,315,0.0%,0.25,nan,I live in a large city
278,316,0.0%,0.25,nan,I live in a medium-sized city
287,87,41.2%,0.23712820512820515,0.008586213442587316,Decisions on funding for pest control are made by the same people and successful innovations developed by outsiders are dismissed
288,73,49.7%,0.22726326742976066,0.012522925728831886,I am 30 years old or older but under 55 years of age
289,109,73.1%,0.22556390977443608,0.004088675651954628,"Give nature legal personhood similar to the Whanganui River. Nature should represented by trustees appointed by iwi and the govt, and have standing in planning law and the courts."
290,145,48.1%,0.2222222222222222,0.0009676496953038128,There aren't enough endemic bird species being bred in captivity.
291,50,67.1%,0.22157676348547717,0.03901594632340417,There must be a programme in place to help Māori graduates move into roles at the Department of Conservation and other organisations
292,149,82.9%,0.2142857142857143,0.0007817566005483958,"Tourists should be charged slightly more for seeing e.g. a kiwi, than a NZ citizen, and that extra money should go towards conservation."
293,94,45.2%,0.2125237191650854,0.006846348686285362,"The only way of rectifying the environmental issues is less humans. Either we control our numbers or nature will, unlikely to be ""humane"""
294,55,74.3%,0.20678685047720044,0.034503097096372955,Indigenous biodiversity enhancement will buffer us from the impacts of climate change.
295,92,34.7%,0.20377101317582919,0.007188980431652827,I live in a rural area in NZ
296,99,34.1%,0.1426545086119554,0.005665292218296348,Biodiversity values on private land can be a liability from a development perspective
297,104,27.7%,0.1357142857142857,0.004781874119994631,"I live in a NZ town (population less than 50,000)"
298,154,40.0%,0.13513513513513511,0.0003457467498040846,I am female
299,71,53.3%,0.13213087248322147,0.013621590751144502,I live in a large NZ city
300,75,26.2%,0.12075677359078173,0.011867767741539807,Please stop poisoning our lovely forests from the sky with deadly poison. Mammals and rural hunters are part of our diversity.
301,79,25.2%,0.1118181818181818,0.011014177190723303,"While indigenous biodiversity should be given priority in protected areas, the rights and incomes of property owners must not be compromised on private land"
302,78,65.1%,0.10857142857142855,0.011374562152785267,"Eliminate populations of non-native species that are valued for recreational or economic reasons but that negatively impact native species e.g. tahr, trout"
303,151,25.4%,0.09890109890109891,0.0004654710925193625,There are many exciting new ways to properly engage with nature this plan isn't one of them.
304,93,24.4%,0.09438775510204084,0.007156701317846011,"I don't believe any level of Govt have moral ground for deciding this, as they have all allowed this to happen in the first place"
305,111,26.0%,0.08169250104733973,0.003776275183132002,I am 55 years old or older
306,153,24.1%,0.08115942028985507,0.00038334066123106635,Maori are being included in this plan because there's 1 million hectares of Maori land that needs to be poisoned.
307,117,20.6%,0.07916666666666666,0.0031384987972599065,Biodiversity includes all life forms. In nature there are no such things as Pests. There is no such thing as being cruel to be kind.
308,126,78.8%,0.06419753086419754,0.002667366923150628,"Native forest soil and ground plants must be protected from browsing mammals to maintain healthy forests, water quality and reduce erosion."
309,120,24.6%,0.059103702100021645,0.0028791965222527637,I am under 30 years of age
310,124,25.3%,0.04388045540796964,0.0027258760473729557,I live in a medium-sized NZ city
311,142,14.0%,0.04117647058823529,0.0010402157746088917,Nature can manage itself. Humans are the cause of all perceived problems. Management is unnecessary. Leave wild places wild.
312,161,5.0%,0.013157894736842106,5.569169079973269e-06,I am of Māori descent
313,158,3.5%,0.005136986301369859,1.0891183203036933e-05,"Man was created with domain over nature - we should use it. If it dies, it will be replaced - that's the nature of living things on earth"
314,238,0.0%,0.004761904761904763,0.0,I am of Pacific Island descent
314,238,0.0%,0.004761904761904763,0.0,I am of Indian descent
316,238,0.0%,0.0046296296296296285,0.0,I am of Asian descent
